cycle,layer_name,layer_type,layer_power_including_idle_power_micro_watt,layer_power_excluding_idle_power_micro_watt,layer_run_time
6368,_feat_conv2,Conv2d,7062528.0,2880204.201034292,0.0708480030298233
6368,_classifer_fc1,Linear,,,0.02412799932062626
6368,_classifer_fc2,Linear,,,0.0163199994713068
6368,_classifer_fc3,Linear,,,0.016767999157309532
6369,_feat_conv1,Conv2d,,,0.06764800101518631
6369,_feat_conv2,Conv2d,,,0.06659200042486191
6369,_classifer_fc1,Linear,,,0.024000000208616257
6369,_classifer_fc2,Linear,,,0.0161920003592968
6369,_classifer_fc3,Linear,,,0.012671999633312225
6370,_feat_conv1,Conv2d,,,0.06950400024652481
6370,_feat_conv2,Conv2d,,,0.07135999947786331
6370,_classifer_fc1,Linear,,,0.024159999564290047
6370,_classifer_fc2,Linear,,,0.016127999871969223
6370,_classifer_fc3,Linear,,,0.01648000068962574
6371,_feat_conv1,Conv2d,,,0.06867200136184692
6371,_feat_conv2,Conv2d,,,0.07321599870920181
6371,_classifer_fc1,Linear,,,0.024064000695943832
6371,_classifer_fc2,Linear,,,0.0161920003592968
6371,_classifer_fc3,Linear,,,0.012608000077307224
6372,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.06940799951553345
6372,_feat_conv2,Conv2d,,,0.07795199751853943
6372,_classifer_fc1,Linear,,,0.024191999807953835
6372,_classifer_fc2,Linear,,,0.016287999227643013
6372,_classifer_fc3,Linear,,,0.01648000068962574
6373,_feat_conv1,Conv2d,,,0.06860800087451935
6373,_feat_conv2,Conv2d,,,0.06844799965620041
6373,_classifer_fc1,Linear,,,0.024288000538945198
6373,_classifer_fc2,Linear,,,0.016224000602960587
6373,_classifer_fc3,Linear,,,0.012640000320971012
6374,_feat_conv1,Conv2d,,,0.06988800317049026
6374,_feat_conv2,Conv2d,,,0.07823999971151352
6374,_classifer_fc1,Linear,,,0.02425600029528141
6374,_classifer_fc2,Linear,,,0.016127999871969223
6374,_classifer_fc3,Linear,,,0.01651199907064438
6375,_feat_conv1,Conv2d,,,0.06947200000286102
6375,_feat_conv2,Conv2d,,,0.07078400254249573
6375,_classifer_fc1,Linear,,,0.0244159996509552
6375,_classifer_fc2,Linear,,,0.0163199994713068
6375,_classifer_fc3,Linear,,,0.015968000516295433
6376,_feat_conv1,Conv2d,,,0.06844799965620041
6376,_feat_conv2,Conv2d,,,0.07068800181150436
6376,_classifer_fc1,Linear,,,0.024191999807953835
6376,_classifer_fc2,Linear,,,0.01648000068962574
6376,_classifer_fc3,Linear,,,0.016416000202298164
6377,_feat_conv1,Conv2d,,,0.06851200014352798
6377,_feat_conv2,Conv2d,,,0.07680000364780426
6377,_classifer_fc1,Linear,,,0.02457600086927414
6377,_classifer_fc2,Linear,,,0.016287999227643013
6377,_classifer_fc3,Linear,,,0.01616000011563301
6378,_feat_conv1,Conv2d,,,0.0687360018491745
6378,_feat_conv2,Conv2d,,,0.07791999727487564
6378,_classifer_fc1,Linear,,,0.02412799932062626
6378,_classifer_fc2,Linear,,,0.016127999871969223
6378,_classifer_fc3,Linear,,,0.01651199907064438
6379,_feat_conv1,Conv2d,,,0.06630399823188782
6379,_feat_conv2,Conv2d,,,0.07507199794054031
6379,_classifer_fc1,Linear,,,0.024032000452280045
6379,_classifer_fc2,Linear,,,0.016287999227643013
6379,_classifer_fc3,Linear,,,0.0161920003592968
6380,_feat_conv1,Conv2d,,,0.06876800209283829
6380,_feat_conv2,Conv2d,,,0.0751039981842041
6380,_classifer_fc1,Linear,,,0.024288000538945198
6380,_classifer_fc2,Linear,,,0.0161920003592968
6380,_classifer_fc3,Linear,,,0.012640000320971012
6381,_feat_conv1,Conv2d,,,0.06940799951553345
6381,_feat_conv2,Conv2d,,,0.0759039968252182
6381,_classifer_fc1,Linear,,,0.024000000208616257
6381,_classifer_fc2,Linear,,,0.016224000602960587
6381,_classifer_fc3,Linear,,,0.016543999314308167
6382,_feat_conv1,Conv2d,,,0.06854400038719177
6382,_feat_conv2,Conv2d,,,0.07532799988985062
6382,_classifer_fc1,Linear,,,0.024447999894618988
6382,_classifer_fc2,Linear,,,0.0161920003592968
6382,_classifer_fc3,Linear,,,0.012671999633312225
6383,_feat_conv1,Conv2d,,,0.06963200122117996
6383,_feat_conv2,Conv2d,,,0.07795199751853943
6383,_classifer_fc1,Linear,,,0.02409599907696247
6383,_classifer_fc2,Linear,,,0.0163199994713068
6383,_classifer_fc3,Linear,,,0.016543999314308167
6384,_feat_conv1,Conv2d,,,0.06857600063085556
6384,_feat_conv2,Conv2d,,,0.06995200365781784
6384,_classifer_fc1,Linear,,,0.02396799996495247
6384,_classifer_fc2,Linear,,,0.01635199971497059
6384,_classifer_fc3,Linear,,,0.012608000077307224
6385,_feat_conv1,Conv2d,,,0.06864000111818314
6385,_feat_conv2,Conv2d,,,0.0740479975938797
6385,_classifer_fc1,Linear,,,0.02457600086927414
6385,_classifer_fc2,Linear,,,0.016224000602960587
6385,_classifer_fc3,Linear,,,0.016256000846624374
6386,_feat_conv1,Conv2d,,,0.06911999732255936
6386,_feat_conv2,Conv2d,,,0.07177600264549255
6386,_classifer_fc1,Linear,,,0.02393599972128868
6386,_classifer_fc2,Linear,,,0.016224000602960587
6386,_classifer_fc3,Linear,,,0.012608000077307224
6387,_feat_conv1,Conv2d,,,0.06752000004053116
6387,_feat_conv2,Conv2d,,,0.07174400240182877
6387,_classifer_fc1,Linear,,,0.024191999807953835
6387,_classifer_fc2,Linear,,,0.0163199994713068
6387,_classifer_fc3,Linear,,,0.01635199971497059
6388,_feat_conv1,Conv2d,,,0.9276480078697205
6388,_feat_conv2,Conv2d,,,0.07612799853086472
6388,_classifer_fc1,Linear,,,0.024224000051617622
6388,_classifer_fc2,Linear,,,0.016127999871969223
6388,_classifer_fc3,Linear,,,0.016224000602960587
6389,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.06886400282382965
6389,_feat_conv2,Conv2d,,,0.07609599828720093
6389,_classifer_fc1,Linear,,,0.024000000208616257
6389,_classifer_fc2,Linear,,,0.01616000011563301
6389,_classifer_fc3,Linear,,,0.01651199907064438
6390,_feat_conv1,Conv2d,,,0.06950400024652481
6390,_feat_conv2,Conv2d,,,0.07827199995517731
6390,_classifer_fc1,Linear,,,0.024064000695943832
6390,_classifer_fc2,Linear,,,0.0163199994713068
6390,_classifer_fc3,Linear,,,0.016575999557971954
6391,_feat_conv1,Conv2d,,,0.06764800101518631
6391,_feat_conv2,Conv2d,,,0.06960000097751617
6391,_classifer_fc1,Linear,,,0.024607999250292778
6391,_classifer_fc2,Linear,,,0.016287999227643013
6391,_classifer_fc3,Linear,,,0.012703999876976013
6392,_feat_conv1,Conv2d,,,0.0700799971818924
6392,_feat_conv2,Conv2d,,,0.07817599922418594
6392,_classifer_fc1,Linear,,,0.024383999407291412
6392,_classifer_fc2,Linear,,,0.0161920003592968
6392,_classifer_fc3,Linear,,,0.01651199907064438
6393,_feat_conv1,Conv2d,,,0.06860800087451935
6393,_feat_conv2,Conv2d,,,0.0692799985408783
6393,_classifer_fc1,Linear,,,0.024320000782608986
6393,_classifer_fc2,Linear,,,0.016224000602960587
6393,_classifer_fc3,Linear,,,0.012608000077307224
6394,_feat_conv1,Conv2d,,,0.06960000097751617
6394,_feat_conv2,Conv2d,,,0.07804799824953079
6394,_classifer_fc1,Linear,,,0.024064000695943832
6394,_classifer_fc2,Linear,,,0.0163199994713068
6394,_classifer_fc3,Linear,,,0.016543999314308167
6395,_feat_conv1,Conv2d,,,0.06867200136184692
6395,_feat_conv2,Conv2d,,,0.07068800181150436
6395,_classifer_fc1,Linear,,,0.02412799932062626
6395,_classifer_fc2,Linear,,,0.016127999871969223
6395,_classifer_fc3,Linear,,,0.012640000320971012
6396,_feat_conv1,Conv2d,,,0.06998399645090103
6396,_feat_conv2,Conv2d,,,0.07430399954319
6396,_classifer_fc1,Linear,,,0.024032000452280045
6396,_classifer_fc2,Linear,,,0.0161920003592968
6396,_classifer_fc3,Linear,,,0.01651199907064438
6397,_feat_conv1,Conv2d,,,0.06828799843788147
6397,_feat_conv2,Conv2d,,,0.07100799679756165
6397,_classifer_fc1,Linear,,,0.02470399998128414
6397,_classifer_fc2,Linear,,,0.016224000602960587
6397,_classifer_fc3,Linear,,,0.012575999833643436
6398,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.0684799998998642
6398,_feat_conv2,Conv2d,,,0.06995200365781784
6398,_classifer_fc1,Linear,,,0.024320000782608986
6398,_classifer_fc2,Linear,,,0.0161920003592968
6398,_classifer_fc3,Linear,,,0.016448000445961952
6399,_feat_conv1,Conv2d,,,0.06774400174617767
6399,_feat_conv2,Conv2d,,,0.06966400146484375
6399,_classifer_fc1,Linear,,,0.023744000121951103
6399,_classifer_fc2,Linear,,,0.016224000602960587
6399,_classifer_fc3,Linear,,,0.015968000516295433
6400,_feat_conv1,Conv2d,,,0.06838399916887283
6400,_feat_conv2,Conv2d,,,0.07062400132417679
6400,_classifer_fc1,Linear,,,0.02396799996495247
6400,_classifer_fc2,Linear,,,0.016416000202298164
6400,_classifer_fc3,Linear,,,0.01648000068962574
6401,_feat_conv1,Conv2d,,,0.06934399902820587
6401,_feat_conv2,Conv2d,,,0.07155200093984604
6401,_classifer_fc1,Linear,,,0.024191999807953835
6401,_classifer_fc2,Linear,,,0.016448000445961952
6401,_classifer_fc3,Linear,,,0.01651199907064438
6402,_feat_conv1,Conv2d,,,0.06841599941253662
6402,_feat_conv2,Conv2d,,,0.07459200173616409
6402,_classifer_fc1,Linear,,,0.024159999564290047
6402,_classifer_fc2,Linear,,,0.0161920003592968
6402,_classifer_fc3,Linear,,,0.012640000320971012
6403,_feat_conv1,Conv2d,,,0.06620799750089645
6403,_feat_conv2,Conv2d,,,0.07158400118350983
6403,_classifer_fc1,Linear,,,0.02412799932062626
6403,_classifer_fc2,Linear,,,0.016224000602960587
6403,_classifer_fc3,Linear,,,0.016448000445961952
6404,_feat_conv1,Conv2d,,,0.06860800087451935
6404,_feat_conv2,Conv2d,,,0.06972800195217133
6404,_classifer_fc1,Linear,,,0.024288000538945198
6404,_classifer_fc2,Linear,,,0.01616000011563301
6404,_classifer_fc3,Linear,,,0.012608000077307224
6405,_feat_conv1,Conv2d,,,0.06649599969387054
6405,_feat_conv2,Conv2d,,,0.07791999727487564
6405,_classifer_fc1,Linear,,,0.02412799932062626
6405,_classifer_fc2,Linear,,,0.016383999958634377
6405,_classifer_fc3,Linear,,,0.016224000602960587
6406,_feat_conv1,Conv2d,,,0.06857600063085556
6406,_feat_conv2,Conv2d,,,0.07344000041484833
6406,_classifer_fc1,Linear,,,0.02393599972128868
6406,_classifer_fc2,Linear,,,0.0161920003592968
6406,_classifer_fc3,Linear,,,0.012608000077307224
6407,_feat_conv1,Conv2d,,,0.06950400024652481
6407,_feat_conv2,Conv2d,,,0.07804799824953079
6407,_classifer_fc1,Linear,,,0.024191999807953835
6407,_classifer_fc2,Linear,,,0.01635199971497059
6407,_classifer_fc3,Linear,,,0.016224000602960587
6408,_feat_conv1,Conv2d,,,0.06963200122117996
6408,_feat_conv2,Conv2d,,,0.07168000191450119
6408,_classifer_fc1,Linear,,,0.023903999477624893
6408,_classifer_fc2,Linear,,,0.016127999871969223
6408,_classifer_fc3,Linear,,,0.016127999871969223
6409,_feat_conv1,Conv2d,,,0.06880000233650208
6409,_feat_conv2,Conv2d,,,0.07571200281381607
6409,_classifer_fc1,Linear,,,0.02412799932062626
6409,_classifer_fc2,Linear,,,0.01635199971497059
6409,_classifer_fc3,Linear,,,0.01648000068962574
6410,_feat_conv1,Conv2d,,,0.06889600306749344
6410,_feat_conv2,Conv2d,,,0.0695360004901886
6410,_classifer_fc1,Linear,,,0.02409599907696247
6410,_classifer_fc2,Linear,,,0.016127999871969223
6410,_classifer_fc3,Linear,,,0.016607999801635742
6411,_feat_conv1,Conv2d,,,0.0660799965262413
6411,_feat_conv2,Conv2d,,,0.07475200295448303
6411,_classifer_fc1,Linear,,,0.02425600029528141
6411,_classifer_fc2,Linear,,,0.0161920003592968
6411,_classifer_fc3,Linear,,,0.016416000202298164
6412,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.5407040119171143
6412,_feat_conv2,Conv2d,,,0.07462400197982788
6412,_classifer_fc1,Linear,,,0.024639999493956566
6412,_classifer_fc2,Linear,,,0.016287999227643013
6412,_classifer_fc3,Linear,,,0.016575999557971954
6413,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.06774400174617767
6413,_feat_conv2,Conv2d,,,0.07068800181150436
6413,_classifer_fc1,Linear,,,0.0244159996509552
6413,_classifer_fc2,Linear,,,0.016256000846624374
6413,_classifer_fc3,Linear,,,0.012640000320971012
6414,_feat_conv1,Conv2d,,,0.06934399902820587
6414,_feat_conv2,Conv2d,,,0.07132799923419952
6414,_classifer_fc1,Linear,,,0.024288000538945198
6414,_classifer_fc2,Linear,,,0.016383999958634377
6414,_classifer_fc3,Linear,,,0.01651199907064438
6415,_feat_conv1,Conv2d,,,0.06828799843788147
6415,_feat_conv2,Conv2d,,,0.0700799971818924
6415,_classifer_fc1,Linear,,,0.024064000695943832
6415,_classifer_fc2,Linear,,,0.0161920003592968
6415,_classifer_fc3,Linear,,,0.012543999589979649
6416,_feat_conv1,Conv2d,,,0.06995200365781784
6416,_feat_conv2,Conv2d,,,0.07785599678754807
6416,_classifer_fc1,Linear,,,0.024032000452280045
6416,_classifer_fc2,Linear,,,0.0163199994713068
6416,_classifer_fc3,Linear,,,0.01648000068962574
6417,_feat_conv1,Conv2d,,,0.06857600063085556
6417,_feat_conv2,Conv2d,,,0.06943999975919724
6417,_classifer_fc1,Linear,,,0.02425600029528141
6417,_classifer_fc2,Linear,,,0.016256000846624374
6417,_classifer_fc3,Linear,,,0.012799999676644802
6418,_feat_conv1,Conv2d,,,0.0700799971818924
6418,_feat_conv2,Conv2d,,,0.07859200239181519
6418,_classifer_fc1,Linear,,,0.024000000208616257
6418,_classifer_fc2,Linear,,,0.0161920003592968
6418,_classifer_fc3,Linear,,,0.016416000202298164
6419,_feat_conv1,Conv2d,,,0.0684799998998642
6419,_feat_conv2,Conv2d,,,0.07334399968385696
6419,_classifer_fc1,Linear,,,0.024480000138282776
6419,_classifer_fc2,Linear,,,0.01616000011563301
6419,_classifer_fc3,Linear,,,0.012671999633312225
6420,_feat_conv1,Conv2d,,,0.06831999868154526
6420,_feat_conv2,Conv2d,,,0.0695360004901886
6420,_classifer_fc1,Linear,,,0.02409599907696247
6420,_classifer_fc2,Linear,,,0.016127999871969223
6420,_classifer_fc3,Linear,,,0.01651199907064438
6421,_feat_conv1,Conv2d,,,0.06784000247716904
6421,_feat_conv2,Conv2d,,,0.06976000219583511
6421,_classifer_fc1,Linear,,,0.024320000782608986
6421,_classifer_fc2,Linear,,,0.016224000602960587
6421,_classifer_fc3,Linear,,,0.01600000075995922
6422,_feat_conv1,Conv2d,,,0.06806399673223495
6422,_feat_conv2,Conv2d,7062528.0,2880204.201034292,0.06857600063085556
6422,_classifer_fc1,Linear,,,0.024064000695943832
6422,_classifer_fc2,Linear,,,0.0161920003592968
6422,_classifer_fc3,Linear,,,0.01651199907064438
6423,_feat_conv1,Conv2d,,,0.06601600348949432
6423,_feat_conv2,Conv2d,,,0.0713919997215271
6423,_classifer_fc1,Linear,,,0.024032000452280045
6423,_classifer_fc2,Linear,,,0.01635199971497059
6423,_classifer_fc3,Linear,,,0.01616000011563301
6424,_feat_conv1,Conv2d,,,0.06771200150251389
6424,_feat_conv2,Conv2d,,,0.07500799745321274
6424,_classifer_fc1,Linear,,,0.024351999163627625
6424,_classifer_fc2,Linear,,,0.016224000602960587
6424,_classifer_fc3,Linear,,,0.012543999589979649
6425,_feat_conv1,Conv2d,,,0.06611199676990509
6425,_feat_conv2,Conv2d,,,0.07840000092983246
6425,_classifer_fc1,Linear,,,0.024000000208616257
6425,_classifer_fc2,Linear,,,0.016224000602960587
6425,_classifer_fc3,Linear,,,0.0163199994713068
6426,_feat_conv1,Conv2d,7062528.0,2880204.201034292,0.0681919977068901
6426,_feat_conv2,Conv2d,,,0.07231999933719635
6426,_classifer_fc1,Linear,,,0.024032000452280045
6426,_classifer_fc2,Linear,,,0.016095999628305435
6426,_classifer_fc3,Linear,,,0.012671999633312225
6427,_feat_conv1,Conv2d,,,0.06960000097751617
6427,_feat_conv2,Conv2d,,,0.07760000228881836
6427,_classifer_fc1,Linear,,,0.02409599907696247
6427,_classifer_fc2,Linear,,,0.01635199971497059
6427,_classifer_fc3,Linear,,,0.01651199907064438
6428,_feat_conv1,Conv2d,,,0.06867200136184692
6428,_feat_conv2,Conv2d,,,0.06784000247716904
6428,_classifer_fc1,Linear,,,0.02396799996495247
6428,_classifer_fc2,Linear,,,0.01616000011563301
6428,_classifer_fc3,Linear,,,0.012608000077307224
6429,_feat_conv1,Conv2d,,,0.06940799951553345
6429,_feat_conv2,Conv2d,7062528.0,2880204.201034292,0.07843200117349625
6429,_classifer_fc1,Linear,,,0.024159999564290047
6429,_classifer_fc2,Linear,,,0.0161920003592968
6429,_classifer_fc3,Linear,,,0.01651199907064438
6430,_feat_conv1,Conv2d,,,0.06851200014352798
6430,_feat_conv2,Conv2d,,,0.07068800181150436
6430,_classifer_fc1,Linear,,,0.024320000782608986
6430,_classifer_fc2,Linear,,,0.01635199971497059
6430,_classifer_fc3,Linear,,,0.012640000320971012
6431,_feat_conv1,Conv2d,,,0.06851200014352798
6431,_feat_conv2,Conv2d,,,0.0703359991312027
6431,_classifer_fc1,Linear,,,0.02409599907696247
6431,_classifer_fc2,Linear,,,0.01635199971497059
6431,_classifer_fc3,Linear,,,0.01651199907064438
6432,_feat_conv1,Conv2d,,,0.0679360032081604
6432,_feat_conv2,Conv2d,,,0.07110399752855301
6432,_classifer_fc1,Linear,,,0.024512000381946564
6432,_classifer_fc2,Linear,,,0.01616000011563301
6432,_classifer_fc3,Linear,,,0.016287999227643013
6433,_feat_conv1,Conv2d,,,0.06844799965620041
6433,_feat_conv2,Conv2d,,,0.06668800115585327
6433,_classifer_fc1,Linear,,,0.02425600029528141
6433,_classifer_fc2,Linear,,,0.016383999958634377
6433,_classifer_fc3,Linear,,,0.016416000202298164
6434,_feat_conv1,Conv2d,,,0.06976000219583511
6434,_feat_conv2,Conv2d,,,0.06956800073385239
6434,_classifer_fc1,Linear,,,0.024159999564290047
6434,_classifer_fc2,Linear,,,0.016256000846624374
6434,_classifer_fc3,Linear,,,0.012640000320971012
6435,_feat_conv1,Conv2d,,,0.06854400038719177
6435,_feat_conv2,Conv2d,,,0.07772800326347351
6435,_classifer_fc1,Linear,,,0.024224000051617622
6435,_classifer_fc2,Linear,,,0.016256000846624374
6435,_classifer_fc3,Linear,,,0.012512000277638435
6436,_feat_conv1,Conv2d,,,0.7539839744567871
6436,_feat_conv2,Conv2d,,,0.07571200281381607
6436,_classifer_fc1,Linear,,,0.024191999807953835
6436,_classifer_fc2,Linear,,,0.016063999384641647
6436,_classifer_fc3,Linear,,,0.016575999557971954
6437,_feat_conv1,Conv2d,,,0.06921599805355072
6437,_feat_conv2,Conv2d,,,0.07487999647855759
6437,_classifer_fc1,Linear,,,0.024064000695943832
6437,_classifer_fc2,Linear,,,0.016287999227643013
6437,_classifer_fc3,Linear,,,0.012671999633312225
6438,_feat_conv1,Conv2d,,,0.0676800012588501
6438,_feat_conv2,Conv2d,,,0.07449600100517273
6438,_classifer_fc1,Linear,,,0.02409599907696247
6438,_classifer_fc2,Linear,,,0.016256000846624374
6438,_classifer_fc3,Linear,,,0.0163199994713068
6439,_feat_conv1,Conv2d,,,0.0689919963479042
6439,_feat_conv2,Conv2d,,,0.078015998005867
6439,_classifer_fc1,Linear,,,0.024351999163627625
6439,_classifer_fc2,Linear,,,0.016224000602960587
6439,_classifer_fc3,Linear,,,0.016736000776290894
6440,_feat_conv1,Conv2d,,,0.06956800073385239
6440,_feat_conv2,Conv2d,,,0.07491199672222137
6440,_classifer_fc1,Linear,,,0.023615999147295952
6440,_classifer_fc2,Linear,,,0.0161920003592968
6440,_classifer_fc3,Linear,,,0.012959999963641167
6441,_feat_conv1,Conv2d,,,0.06678400188684464
6441,_feat_conv2,Conv2d,,,0.0716480016708374
6441,_classifer_fc1,Linear,,,0.02457600086927414
6441,_classifer_fc2,Linear,,,0.0161920003592968
6441,_classifer_fc3,Linear,,,0.01664000004529953
6442,_feat_conv1,Conv2d,,,0.06857600063085556
6442,_feat_conv2,Conv2d,,,0.07420799881219864
6442,_classifer_fc1,Linear,,,0.024032000452280045
6442,_classifer_fc2,Linear,,,0.016256000846624374
6442,_classifer_fc3,Linear,,,0.016287999227643013
6443,_feat_conv1,Conv2d,,,0.06886400282382965
6443,_feat_conv2,Conv2d,,,0.07577600330114365
6443,_classifer_fc1,Linear,,,0.024383999407291412
6443,_classifer_fc2,Linear,,,0.016448000445961952
6443,_classifer_fc3,Linear,,,0.012575999833643436
6444,_feat_conv1,Conv2d,,,0.06972800195217133
6444,_feat_conv2,Conv2d,,,0.07529599964618683
6444,_classifer_fc1,Linear,,,0.024383999407291412
6444,_classifer_fc2,Linear,,,0.016127999871969223
6444,_classifer_fc3,Linear,,,0.01635199971497059
6445,_feat_conv1,Conv2d,,,0.06697600334882736
6445,_feat_conv2,Conv2d,,,0.06627199798822403
6445,_classifer_fc1,Linear,,,0.024064000695943832
6445,_classifer_fc2,Linear,,,0.0161920003592968
6445,_classifer_fc3,Linear,,,0.012608000077307224
6446,_feat_conv1,Conv2d,,,0.06835199892520905
6446,_feat_conv2,Conv2d,,,0.07788799703121185
6446,_classifer_fc1,Linear,,,0.023840000852942467
6446,_classifer_fc2,Linear,,,0.0161920003592968
6446,_classifer_fc3,Linear,,,0.012575999833643436
6447,_feat_conv1,Conv2d,,,0.0695360004901886
6447,_feat_conv2,Conv2d,,,0.07436800003051758
6447,_classifer_fc1,Linear,,,0.024320000782608986
6447,_classifer_fc2,Linear,,,0.0161920003592968
6447,_classifer_fc3,Linear,,,0.016607999801635742
6448,_feat_conv1,Conv2d,,,0.06956800073385239
6448,_feat_conv2,Conv2d,,,0.07184000313282013
6448,_classifer_fc1,Linear,,,0.024512000381946564
6448,_classifer_fc2,Linear,,,0.0161920003592968
6448,_classifer_fc3,Linear,,,0.012671999633312225
6449,_feat_conv1,Conv2d,,,0.06790400296449661
6449,_feat_conv2,Conv2d,,,0.07379200309515
6449,_classifer_fc1,Linear,,,0.02409599907696247
6449,_classifer_fc2,Linear,,,0.0161920003592968
6449,_classifer_fc3,Linear,,,0.01648000068962574
6450,_feat_conv1,Conv2d,,,0.06937599927186966
6450,_feat_conv2,Conv2d,,,0.0745600014925003
6450,_classifer_fc1,Linear,,,0.024480000138282776
6450,_classifer_fc2,Linear,,,0.016287999227643013
6450,_classifer_fc3,Linear,,,0.016575999557971954
6451,_feat_conv1,Conv2d,,,0.06652799993753433
6451,_feat_conv2,Conv2d,,,0.07868800312280655
6451,_classifer_fc1,Linear,,,0.024480000138282776
6451,_classifer_fc2,Linear,,,0.0161920003592968
6451,_classifer_fc3,Linear,,,0.013055999763309956
6452,_feat_conv1,Conv2d,,,0.06976000219583511
6452,_feat_conv2,Conv2d,,,0.06815999746322632
6452,_classifer_fc1,Linear,,,0.024320000782608986
6452,_classifer_fc2,Linear,,,0.0161920003592968
6452,_classifer_fc3,Linear,,,0.016224000602960587
6453,_feat_conv1,Conv2d,,,0.069023996591568
6453,_feat_conv2,Conv2d,,,0.07791999727487564
6453,_classifer_fc1,Linear,,,0.02409599907696247
6453,_classifer_fc2,Linear,,,0.016256000846624374
6453,_classifer_fc3,Linear,,,0.01651199907064438
6454,_feat_conv1,Conv2d,,,0.06844799965620041
6454,_feat_conv2,Conv2d,,,0.07478400319814682
6454,_classifer_fc1,Linear,,,0.024224000051617622
6454,_classifer_fc2,Linear,,,0.016127999871969223
6454,_classifer_fc3,Linear,,,0.012543999589979649
6455,_feat_conv1,Conv2d,,,0.06985600292682648
6455,_feat_conv2,Conv2d,,,0.0777600035071373
6455,_classifer_fc1,Linear,,,0.02412799932062626
6455,_classifer_fc2,Linear,,,0.016224000602960587
6455,_classifer_fc3,Linear,,,0.01651199907064438
6456,_feat_conv1,Conv2d,,,0.06937599927186966
6456,_feat_conv2,Conv2d,,,0.06998399645090103
6456,_classifer_fc1,Linear,,,0.02425600029528141
6456,_classifer_fc2,Linear,,,0.0161920003592968
6456,_classifer_fc3,Linear,,,0.012608000077307224
6457,_feat_conv1,Conv2d,,,0.06870400160551071
6457,_feat_conv2,Conv2d,,,0.07769600301980972
6457,_classifer_fc1,Linear,,,0.024351999163627625
6457,_classifer_fc2,Linear,,,0.01616000011563301
6457,_classifer_fc3,Linear,,,0.012512000277638435
6458,_feat_conv1,Conv2d,,,0.06809599697589874
6458,_feat_conv2,Conv2d,,,0.0753600001335144
6458,_classifer_fc1,Linear,,,0.023871999233961105
6458,_classifer_fc2,Linear,,,0.016224000602960587
6458,_classifer_fc3,Linear,,,0.016575999557971954
6459,_feat_conv1,Conv2d,,,0.06643199920654297
6459,_feat_conv2,Conv2d,,,0.07478400319814682
6459,_classifer_fc1,Linear,,,0.024320000782608986
6459,_classifer_fc2,Linear,,,0.01616000011563301
6459,_classifer_fc3,Linear,,,0.012736000120639801
6460,_feat_conv1,Conv2d,,,0.06803199648857117
6460,_feat_conv2,Conv2d,,,0.5445119738578796
6460,_classifer_fc1,Linear,,,0.024224000051617622
6460,_classifer_fc2,Linear,,,0.016224000602960587
6460,_classifer_fc3,Linear,,,0.016127999871969223
6461,_feat_conv1,Conv2d,,,0.06889600306749344
6461,_feat_conv2,Conv2d,,,0.07440000027418137
6461,_classifer_fc1,Linear,,,0.02396799996495247
6461,_classifer_fc2,Linear,,,0.016224000602960587
6461,_classifer_fc3,Linear,,,0.016704000532627106
6462,_feat_conv1,Conv2d,,,0.06995200365781784
6462,_feat_conv2,Conv2d,7062528.0,2880204.201034292,0.07145600020885468
6462,_classifer_fc1,Linear,,,0.02393599972128868
6462,_classifer_fc2,Linear,,,0.0161920003592968
6462,_classifer_fc3,Linear,,,0.01648000068962574
6463,_feat_conv1,Conv2d,,,0.06620799750089645
6463,_feat_conv2,Conv2d,,,0.07184000313282013
6463,_classifer_fc1,Linear,,,0.024447999894618988
6463,_classifer_fc2,Linear,,,0.0161920003592968
6463,_classifer_fc3,Linear,,,0.0161920003592968
6464,_feat_conv1,Conv2d,,,0.06812799721956253
6464,_feat_conv2,Conv2d,,,0.0777600035071373
6464,_classifer_fc1,Linear,,,0.024191999807953835
6464,_classifer_fc2,Linear,,,0.0163199994713068
6464,_classifer_fc3,Linear,,,0.01603199914097786
6465,_feat_conv1,Conv2d,,,0.0692799985408783
6465,_feat_conv2,Conv2d,,,0.07155200093984604
6465,_classifer_fc1,Linear,,,0.0244159996509552
6465,_classifer_fc2,Linear,,,0.01616000011563301
6465,_classifer_fc3,Linear,,,0.012608000077307224
6466,_feat_conv1,Conv2d,,,0.07017599791288376
6466,_feat_conv2,Conv2d,,,0.07487999647855759
6466,_classifer_fc1,Linear,,,0.024032000452280045
6466,_classifer_fc2,Linear,,,0.0161920003592968
6466,_classifer_fc3,Linear,,,0.01651199907064438
6467,_feat_conv1,Conv2d,,,0.0671359971165657
6467,_feat_conv2,Conv2d,,,0.0697920024394989
6467,_classifer_fc1,Linear,,,0.024000000208616257
6467,_classifer_fc2,Linear,,,0.0161920003592968
6467,_classifer_fc3,Linear,,,0.012608000077307224
6468,_feat_conv1,Conv2d,,,0.06854400038719177
6468,_feat_conv2,Conv2d,,,0.07779199630022049
6468,_classifer_fc1,Linear,,,0.02454400062561035
6468,_classifer_fc2,Linear,,,0.016256000846624374
6468,_classifer_fc3,Linear,,,0.012640000320971012
